finding	platform	record_id	path	detail
unregistered-document	common	h2_request_authority_validation_missing_2026-09-16	doc/08_tracking/bug/h2_request_authority_validation_missing_2026-09-16.md	Status: OPEN; severity/priority: not explicit; matches:
unregistered-document	common	hir_bare_fn_callable_dep_fabricated_position_2026-08-29	doc/08_tracking/bug/hir_bare_fn_callable_dep_fabricated_position_2026-08-29.md	Status: OPEN; severity/priority: not explicit; matches:
unregistered-document	common	hir_closure_digest_rekey_blocked_by_incomplete_interface_digest_2026-08-23	doc/08_tracking/bug/hir_closure_digest_rekey_blocked_by_incomplete_interface_digest_2026-08-23.md	Status: OPEN — re-key deliberately NOT performed; severity/priority: perf (0% incremental HIR cache hit rate) — blocked on a correctness gap; matches:
unregistered-document	common	hir_generic_impl_methods_native_path_poll_2026-08-22	doc/08_tracking/bug/hir_generic_impl_methods_native_path_poll_2026-08-22.md	Status: OPEN (filed; not fixed). Class 3 of the stage1-closure HIR fatals.; severity/priority: not explicit; matches:
unregistered-document	common	hir_generic_templates_unconsumed_by_mono_pass_2026-08-21	doc/08_tracking/bug/hir_generic_templates_unconsumed_by_mono_pass_2026-08-21.md	Status: OPEN; severity/priority: not explicit; matches:
unregistered-document	common	hir_lowering_never_populates_function_spans_2026-07-28	doc/08_tracking/bug/hir_lowering_never_populates_function_spans_2026-07-28.md	Status: open; severity/priority: high — silently caps every downstream source-location feature; matches:
exact-status-conflict	common	hir_lowering_quadratic_symbol_define_2026-07-28	doc/08_tracking/bug/hir_lowering_quadratic_symbol_define_2026-07-28.md	document=open. Root cause 1 REFUTED on the stage-4 (native) lane by a; DB=fixed; no status change authorized by this audit
unregistered-document	common	hir_register_imported_symbol_inner_self_bound_to_bool_2026-09-01	doc/08_tracking/bug/hir_register_imported_symbol_inner_self_bound_to_bool_2026-09-01.md	Status: OPEN — root cause located 2026-09-01, but UNCONFIRMED AT TIP: a; severity/priority: not explicit; matches:
unregistered-document	common	hir_rejects_return_unit_in_untyped_main_2026-09-01	doc/08_tracking/bug/hir_rejects_return_unit_in_untyped_main_2026-09-01.md	Status: OPEN — measured, not fixed. Filed rather than worked around, per; severity/priority: not explicit; matches:
unregistered-document	common	hir_unresolved_first_decl_is_decimal_digit_full_closure_2026-09-04	doc/08_tracking/bug/hir_unresolved_first_decl_is_decimal_digit_full_closure_2026-09-04.md	Status: OPEN — worked around at the single call site, compiler defect NOT fixed; severity/priority: was the sole remaining Stage-3 self-host blocker on aarch64; matches:
unregistered-document	common	host_equiv_transport_diverges_between_execution_lanes_2026-09-01	doc/08_tracking/bug/host_equiv_transport_diverges_between_execution_lanes_2026-09-01.md	Status: OPEN. Does not block the firmware work, but the "one source, two; severity/priority: not explicit; matches:
unregistered-document	common	host_gpu_runtime_emit_payload_text_drops_hash_2026-07-08	doc/08_tracking/bug/host_gpu_runtime_emit_payload_text_drops_hash_2026-07-08.md	Status: OPEN — found 2026-07-08 while wiring the #39 SOSIX GPU lane; severity/priority: P3 (silent: the runtime host/GPU queue's text-emit variant; matches:
unregistered-document	common	host_shared_cache_l2_gc_never_runs_and_cas_has_no_project_guard_2026-09-07	doc/08_tracking/bug/host_shared_cache_l2_gc_never_runs_and_cas_has_no_project_guard_2026-09-07.md	Status: OPEN — two capabilities are genuinely absent from main's cache tier.; severity/priority: not explicit; matches:
unregistered-document	common	hosted_wm_registry_text_field_boxing_2026-08-04	doc/08_tracking/bug/hosted_wm_registry_text_field_boxing_2026-08-04.md	Status: OPEN; severity/priority: high (blocks the native hosted WM browser-renderer lane on the rust-seed interpreter); matches:
unregistered-document	common	html_css_rendering_inventory_lexical_false_pass_2026-09-05	doc/08_tracking/bug/html_css_rendering_inventory_lexical_false_pass_2026-09-05.md	Status: OPEN.; severity/priority: not explicit; matches:
unregistered-document	common	http_request_parser_missing_strict_header_validation_2026-09-16	doc/08_tracking/bug/http_request_parser_missing_strict_header_validation_2026-09-16.md	Status: OPEN; severity/priority: not explicit; matches:
unregistered-document	common	if_chain_last_arm_returns_previous_value_2026-07-28	doc/08_tracking/bug/if_chain_last_arm_returns_previous_value_2026-07-28.md	Status: OPEN (parser fix deferred) — interim guard LANDED: lint LEADOP001; severity/priority: not explicit; matches:
unregistered-document	common	if_val_expression_form_binding_lost_2026-07-20	doc/08_tracking/bug/if_val_expression_form_binding_lost_2026-07-20.md	Status: Open  Found: 2026-07-20 (whole-suite triage cluster, test/03system/); severity/priority: not explicit; matches:
unregistered-document	common	ifc_linebox_spec_imports_nonexistent_layout_inline_2026-09-14	doc/08_tracking/bug/ifc_linebox_spec_imports_nonexistent_layout_inline_2026-09-14.md	Status: OPEN, pre-existing, NOT caused by round 18; severity/priority: not explicit; matches:
unregistered-document	common	impl_to_free_fn_refactor_family_sweep_2026-08-07	doc/08_tracking/bug/impl_to_free_fn_refactor_family_sweep_2026-08-07.md	Status: PARTIALLY FIXED. One cluster landed (46c39fa9faf); the rest is; severity/priority: not explicit; matches:
unregistered-document	common	implicit_self_field_read_unresolved_in_plain_fn_method_2026-09-03	doc/08_tracking/bug/implicit_self_field_read_unresolved_in_plain_fn_method_2026-09-03.md	Status: OPEN; severity/priority: not explicit; matches:
unregistered-document	common	import_triggered_cross_module_symbol_misdispatch_2026-08-18	doc/08_tracking/bug/import_triggered_cross_module_symbol_misdispatch_2026-08-18.md	Status: OPEN. Filed 2026-08-18 (goal-7 dedup tranche, agent-verified A/B repro).; severity/priority: not explicit; matches:
unregistered-document	common	inline_arrow_match_arm_fails_when_followed_by_another_arm_2026-09-05	doc/08_tracking/bug/inline_arrow_match_arm_fails_when_followed_by_another_arm_2026-09-05.md	Status: OPEN; severity/priority: MEDIUM, but with a documentation multiplier: the form that does; matches:
exact-status-conflict	common	interp_aot_source_pipeline_stubbed_non_functional_2026-06-25	doc/08_tracking/bug/interp_aot_source_pipeline_stubbed_non_functional_2026-06-25.md	document=OPEN (partial fix landed); DB=closed; no status change authorized by this audit
unregistered-document	common	interp_brace_literal_collides_with_string_interpolation_2026-07-03	doc/08_tracking/bug/interp_brace_literal_collides_with_string_interpolation_2026-07-03.md	Status: open; severity/priority: P2 (silent wrong output, not a crash); matches:
unregistered-document	common	interp_debug_session_remove_breakpoint_lies_and_set_state_frozen_2026-08-18	doc/08_tracking/bug/interp_debug_session_remove_breakpoint_lies_and_set_state_frozen_2026-08-18.md	Status: OPEN; severity/priority: MEDIUM-HIGH (actively misreported success in a debugger control path); matches:
unregistered-document	common	interp_dict_in_struct_copy_corruption_2026-07-03	doc/08_tracking/bug/interp_dict_in_struct_copy_corruption_2026-07-03.md	Status: open — workaround in use; severity/priority: high (silent data corruption); matches:
exact-status-conflict	common	interp_env_get_name_collision_nil_root_2026-07-26	doc/08_tracking/bug/interp_env_get_name_collision_nil_root_2026-07-26.md	document=OPEN (root defect). The one crashing consumer found so far is; DB=fixed; no status change authorized by this audit
exact-status-conflict	common	interp_f64_nested_struct_payload_zero_2026-06-14	doc/08_tracking/bug/interp_f64_nested_struct_payload_zero_2026-06-14.md	document=OPEN — root cause CORRECTED 2026-06-16 (see "Corrected root cause (2026-06-16)" below). The 2026-06-14 "shared frontend type layer / let-binding type from callee return type" conclusion is REFUTED: the emitted MIR is byte-identical between the correct Rust seed and the buggy self-hosted stage4, so the frontend is NOT at fault. The defect is in stage4's post-MIR execution (the self-hosted tree-walking interpreter) and, separately, its native codegen.; DB=closed; no status change authorized by this audit
unregistered-document	common	interp_for_over_list_generic_2026-07-02	doc/08_tracking/bug/interp_for_over_list_generic_2026-07-02.md	Status: open; severity/priority: P2; matches:
exact-status-conflict	common	interp_if_val_some_expression_form_field_access_2026-07-31	doc/08_tracking/bug/interp_if_val_some_expression_form_field_access_2026-07-31.md	document=OPEN — worked around at the one call site this lane needed; DB=fixed; no status change authorized by this audit
exact-status-conflict	common	interp_lazy_import_global_first_use_unmaterialized_2026-07-15	doc/08_tracking/bug/interp_lazy_import_global_first_use_unmaterialized_2026-07-15.md	document=open; DB=fixed; no status change authorized by this audit
exact-status-conflict	common	interp_lint_main_then_frontend_dict_to_int_2026-07-28	doc/08_tracking/bug/interp_lint_main_then_frontend_dict_to_int_2026-07-28.md	document=open; DB=fixed; no status change authorized by this audit
unregistered-document	common	interp_list_class_element_read_returns_copy_mutation_loss_2026-08-17	doc/08_tracking/bug/interp_list_class_element_read_returns_copy_mutation_loss_2026-08-17.md	Status: OPEN; severity/priority: HIGH (silent wrong answer, no diagnostic); matches:
unregistered-document	common	interp_local_shadows_cross_module_global_arm_body_2026-08-24	doc/08_tracking/bug/interp_local_shadows_cross_module_global_arm_body_2026-08-24.md	Status: OPEN; severity/priority: HIGH — silently corrupts compiler arena state; the observable; matches:
unregistered-document	common	interp_mcp_taskinfo_lifecycle_mutations_all_lost_2026-08-18	doc/08_tracking/bug/interp_mcp_taskinfo_lifecycle_mutations_all_lost_2026-08-18.md	Status: OPEN; severity/priority: HIGH (silent data loss across an entire subsystem); matches:
unregistered-document	common	interp_module_val_struct_zeroed_as_call_arg_2026-09-01	doc/08_tracking/bug/interp_module_val_struct_zeroed_as_call_arg_2026-09-01.md	Status: OPEN; severity/priority: silent wrong answer — no error, no warning, no crash; matches:
unregistered-document	common	interp_optimizer_step_writes_lost_training_silently_produces_unchanged_weights_2026-08-18	doc/08_tracking/bug/interp_optimizer_step_writes_lost_training_silently_produces_unchanged_weights_2026-08-18.md	Status: OPEN; severity/priority: CRITICAL (silent, plausible wrong answer — the worst failure mode in this family); matches:
unregistered-document	common	interp_option_dict_return_erased_2026-07-16	doc/08_tracking/bug/interp_option_dict_return_erased_2026-07-16.md	Status: OPEN; severity/priority: medium; matches:
unregistered-document	common	interp_optional_chain_on_method_result_collapses_to_none_2026-08-18	doc/08_tracking/bug/interp_optional_chain_on_method_result_collapses_to_none_2026-08-18.md	Status: OPEN. Filed 2026-08-18 (found during layoutschema.spl SDN reader work).; severity/priority: not explicit; matches:
exact-status-conflict	common	interp_parse_module_arena_visibility_crash_2026-06-16	doc/08_tracking/bug/interp_parse_module_arena_visibility_crash_2026-06-16.md	document=open — reproduced across 3 wiring approaches; DB=fixed; no status change authorized by this audit
unregistered-document	common	interp_result_question_operator_wrapper_unmatchable_2026-09-01	doc/08_tracking/bug/interp_result_question_operator_wrapper_unmatchable_2026-09-01.md	Status: OPEN. Found 2026-09-01 while landing the strict HWIR ECC offload equivalence spec.; severity/priority: not explicit; matches:
exact-status-conflict	common	interp_state_corruption_parse_module_2026-06-12	doc/08_tracking/bug/interp_state_corruption_parse_module_2026-06-12.md	document=OPEN (workarounds in harnesses; root cause in seed not investigated per fix-.spl-first rule); DB=closed; no status change authorized by this audit
exact-status-conflict	common	interp_static_fn_new_hijacks_named_ctor_2026-07-02	doc/08_tracking/bug/interp_static_fn_new_hijacks_named_ctor_2026-07-02.md	document=OPEN (P1) — CLOSED 2026-09-13 (see top section); DB=fixed; no status change authorized by this audit
unregistered-document	common	interp_str_substring_nested_call_dispatch_2026-08-19	doc/08_tracking/bug/interp_str_substring_nested_call_dispatch_2026-08-19.md	Status: OPEN (workaround landed; root cause not fixed); severity/priority: medium — silently breaks any spec/product path using the compact form; matches:
exact-status-conflict	common	interp_struct_local_copy_aliasing_2026-07-22	doc/08_tracking/bug/interp_struct_local_copy_aliasing_2026-07-22.md	document=OPEN; DB=closed; no status change authorized by this audit
unregistered-document	common	interp_tiered_jit_hotfunction_compiled_and_call_count_lost_2026-08-18	doc/08_tracking/bug/interp_tiered_jit_hotfunction_compiled_and_call_count_lost_2026-08-18.md	Status: OPEN; severity/priority: HIGH (unbounded work, wrong dispatch; degrades rather than crashes); matches:
exact-status-conflict	common	interp_to_int_split_result_nil_coalesce_garbage_2026-07-17	doc/08_tracking/bug/interp_to_int_split_result_nil_coalesce_garbage_2026-07-17.md	document=open (found incidentally while hardening simple doc-coverage --missing; worked around in pure Simple, not fixed here) — CLOSED 2026-09-13 (see top section); DB=fixed; no status change authorized by this audit
unregistered-document	common	interp_trait_slot_receiver_reboxed_per_call_mutation_loss_2026-07-07	doc/08_tracking/bug/interp_trait_slot_receiver_reboxed_per_call_mutation_loss_2026-07-07.md	Status: OPEN — workaround is the established module-level-var-state; severity/priority: medium — silently drops state mutations on any object stored; matches:
exact-status-conflict	common	interpreted_engine2d_full_res_render_slow_2026-07-02	doc/08_tracking/bug/interpreted_engine2d_full_res_render_slow_2026-07-02.md	document=open; DB=closed; no status change authorized by this audit
exact-status-conflict	common	interpreter_cross_module_enum_discriminant_3_compares_false_2026-08-04	doc/08_tracking/bug/interpreter_cross_module_enum_discriminant_3_compares_false_2026-08-04.md	document=OPEN; DB=closed; no status change authorized by this audit
exact-status-conflict	common	interpreter_extern_registry_gap_blocks_os_specs_2026-08-04	doc/08_tracking/bug/interpreter_extern_registry_gap_blocks_os_specs_2026-08-04.md	document=OPEN; DB=fixed; no status change authorized by this audit
unregistered-document	common	interpreter_fd_ownership_private_module_globals_not_linked_2026-08-12	doc/08_tracking/bug/interpreter_fd_ownership_private_module_globals_not_linked_2026-08-12.md	Status: open; severity/priority: not explicit; matches:
unregistered-document	common	interpreter_ffi_bridge_legacy_syntax_blocks_source_check_2026-08-26	doc/08_tracking/bug/interpreter_ffi_bridge_legacy_syntax_blocks_source_check_2026-08-26.md	Status: Open compiler/source migration blocker; severity/priority: not explicit; matches:
exact-status-conflict	common	interpreter_first_class_fn_dispatch_drops_nested_array_writeback_2026-08-09	doc/08_tracking/bug/interpreter_first_class_fn_dispatch_drops_nested_array_writeback_2026-08-09.md	document=OPEN (P1); DB=fixed; no status change authorized by this audit
unregistered-document	common	interpreter_float_division_by_zero_raises_instead_of_nan_2026-08-18	doc/08_tracking/bug/interpreter_float_division_by_zero_raises_instead_of_nan_2026-08-18.md	Status: BLOCKED-ON-DEPLOY (fix committed to source, not yet in the deployed binary); severity/priority: correctness divergence from IEEE 754; matches:
unregistered-document	common	interpreter_i64_dict_tuple_compare_and_me_fn_mutation_2026-08-31	doc/08_tracking/bug/interpreter_i64_dict_tuple_compare_and_me_fn_mutation_2026-08-31.md	Status: OPEN — both observed in real code, neither reduced to a minimal case; severity/priority: high — silent wrong answer, not a crash.; matches:
unregistered-document	windows	interpreter_import_shadows_module_own_function_2026-09-02	doc/08_tracking/bug/interpreter_import_shadows_module_own_function_2026-09-02.md	Status: OPEN (compiler/interpreter defect; not fixed here); severity/priority: not explicit; matches:
unregistered-document	common	interpreter_lane_raw_boundaries_abort_instead_of_failing_closed_2026-09-05	doc/08_tracking/bug/interpreter_lane_raw_boundaries_abort_instead_of_failing_closed_2026-09-05.md	Status: OPEN; severity/priority: not explicit; matches:
unregistered-document	common	interpreter_missing_rt_volatile_externs_blocks_ivshmem_specs_2026-08-15	doc/08_tracking/bug/interpreter_missing_rt_volatile_externs_blocks_ivshmem_specs_2026-08-15.md	Status: OPEN; severity/priority: P3 — coverage/testability gap: host-gpu ivshmem code paths; matches:
exact-status-conflict	common	interpreter_module_array_stale_read_via_free_fn_helper_2026-07-29	doc/08_tracking/bug/interpreter_module_array_stale_read_via_free_fn_helper_2026-07-29.md	document=RESOLVED (2026-09-18) — no longer reproduces on either engine or either; DB=open; no status change authorized by this audit
unregistered-document	common	interpreter_not_chain_matcher_unsupported_2026-09-14	doc/08_tracking/bug/interpreter_not_chain_matcher_unsupported_2026-09-14.md	Status: OPEN, thoroughly diagnosed, deliberately not fixed this round (see "Why not fixed" below); severity/priority: not explicit; matches:
unregistered-document	common	interpreter_owned_method_call_component_attribution_2026-09-13	doc/08_tracking/bug/interpreter_owned_method_call_component_attribution_2026-09-13.md	Status: OPEN (2026-09-13) — two components fixed by PERF-7, the largest one; severity/priority: not explicit; matches:
unregistered-document	common	interpreter_per_call_cost_dominates_loop_bodies_2026-09-13	doc/08_tracking/bug/interpreter_per_call_cost_dominates_loop_bodies_2026-09-13.md	Status: OPEN (2026-09-13); severity/priority: not explicit; matches:
unregistered-document	common	interpreter_raw_array_and_glob_import_gaps_2026-08-21	doc/08_tracking/bug/interpreter_raw_array_and_glob_import_gaps_2026-08-21.md	Status: OPEN (Rust seed changes required; seed rebuild is blocked — a sweep; severity/priority: not explicit; matches:
unregistered-document	common	interpreter_return_boundary_never_merges_shared_collections_2026-08-17	doc/08_tracking/bug/interpreter_return_boundary_never_merges_shared_collections_2026-08-17.md	Status: OPEN, reproduced. Collapses at least two separately-filed rows.; severity/priority: P1 — silently wrong results, no diagnostic; matches:
unregistered-document	common	interpreter_serial_net_sffi_dispatch_gap	doc/08_tracking/bug/interpreter_serial_net_sffi_dispatch_gap.md	Status: Open; severity/priority: P2; matches:
exact-status-conflict	common	interpreter_sffi_missing_piped_process_externs_2026-07-29	doc/08_tracking/bug/interpreter_sffi_missing_piped_process_externs_2026-07-29.md	document=open; DB=fixed; no status change authorized by this audit
unregistered-document	common	interpreter_strbytes_not_indexable_aborts_batch_test_runs_2026-08-04	doc/08_tracking/bug/interpreter_strbytes_not_indexable_aborts_batch_test_runs_2026-08-04.md	Status: OPEN; severity/priority: critical (a whole-directory simple test run dies at the first; matches:
unregistered-document	common	interpreter_struct_assignment_deep_copies_class_fields_2026-09-16	doc/08_tracking/bug/interpreter_struct_assignment_deep_copies_class_fields_2026-09-16.md	Status: OPEN; severity/priority: not explicit; matches:
unregistered-document	common	interpreter_unresolved_enum_import_fails_open_symbolic_match_2026-08-18	doc/08_tracking/bug/interpreter_unresolved_enum_import_fails_open_symbolic_match_2026-08-18.md	Status: OPEN (advisory; found while sabotage-testing check-bootstrap-preflight.shs); severity/priority: not explicit; matches:
unregistered-document	common	interpreter_val_bound_chained_method_call_e3009_2026-08-21	doc/08_tracking/bug/interpreter_val_bound_chained_method_call_e3009_2026-08-21.md	Status: OPEN; severity/priority: not explicit; matches:
unregistered-document	common	interpreter_val_decl_in_loop_body_declines_every_matcher_2026-09-13	doc/08_tracking/bug/interpreter_val_decl_in_loop_body_declines_every_matcher_2026-09-13.md	Status: OPEN (2026-09-13); severity/priority: not explicit; matches:
unregistered-document	common	interpreter_vec16u8_extern_rejects_u8_fields_2026-09-02	doc/08_tracking/bug/interpreter_vec16u8_extern_rejects_u8_fields_2026-09-02.md	Status: OPEN; severity/priority: blocks all interpreter-side use and all dual-run coverage of the; matches:
unregistered-document	common	io_runtime_file_write_resolves_to_retryless_twin_2026-09-06	doc/08_tracking/bug/io_runtime_file_write_resolves_to_retryless_twin_2026-09-06.md	Status: OPEN. Not repaired here: the fix changes stdlib dispatch that other; severity/priority: high — a write returns false and creates nothing, in a code; matches:
unregistered-document	common	ipc_wire_canonical_recv_abi_never_landed_2026-09-06	doc/08_tracking/bug/ipc_wire_canonical_recv_abi_never_landed_2026-09-06.md	Status: OPEN — codec guarded, wiring absent; severity/priority: not explicit; matches:
unregistered-document	common	is_dir_returns_false_for_every_path_in_interpreted_module_2026-09-02	doc/08_tracking/bug/is_dir_returns_false_for_every_path_in_interpreted_module_2026-09-02.md	Status: OPEN; severity/priority: high (silently disables every isdir-guarded code path); matches:
exact-status-conflict	common	iso_use_after_move_invisible_as_call_argument_2026-08-07	doc/08_tracking/bug/iso_use_after_move_invisible_as_call_argument_2026-08-07.md	document=OPEN (P2); DB=fixed; no status change authorized by this audit
exact-status-conflict	common	itf_minio_sigv4_not_runnable_interp_or_native_2026-06-16	doc/08_tracking/bug/itf_minio_sigv4_not_runnable_interp_or_native_2026-06-16.md	document=Partially resolved (interpreter rthttprequest now works; JIT bridge + module/native gaps remain); DB=closed; no status change authorized by this audit
unregistered-document	common	java_new_hint_fires_after_named_arg_colon_2026-09-13	doc/08_tracking/bug/java_new_hint_fires_after_named_arg_colon_2026-09-13.md	Status: OPEN (2026-09-13, found during UNIT-P1 continuation); severity/priority: not explicit; matches:
exact-status-conflict	common	jit_array_element_i64_storage_truncation_2026-08-17	doc/08_tracking/bug/jit_array_element_i64_storage_truncation_2026-08-17.md	document=OPEN (P1) — re-verified on the 2026-08-17 12:58 seed; root cause now pinned to RuntimeValue::fromint (see the re-verification section at the end); DB=closed; no status change authorized by this audit
exact-status-conflict	common	jit_array_oob_read_leaks_raw_rt_nil_sentinel_2026-08-07	doc/08_tracking/bug/jit_array_oob_read_leaks_raw_rt_nil_sentinel_2026-08-07.md	document=OPEN (P1); DB=fixed; no status change authorized by this audit
unregistered-document	common	jit_array_text_builtin_dispatch_2026-07-28	doc/08_tracking/bug/jit_array_text_builtin_dispatch_2026-07-28.md	Status: PARTIAL — some items FIXED per record's own "FIXED in this change" section; remainder CLOSED-STALE (2026-09-12: not re-verifiable from the record); severity/priority: highest — silent, plausible, data-corrupting, exit 0.; matches:
unregistered-document	windows	jit_co_compiled_definition_ambiguity_debt_2026-09-15	doc/08_tracking/bug/jit_co_compiled_definition_ambiguity_debt_2026-09-15.md	Status: open — native-build on Windows blocked; one symbol fixed, systematic; severity/priority: not explicit; matches:
exact-status-conflict	common	jit_cross_module_tuple_field_read_returns_nil_2026-08-01	doc/08_tracking/bug/jit_cross_module_tuple_field_read_returns_nil_2026-08-01.md	document=OPEN — found 2026-08-01 while fixing; DB=closed; no status change authorized by this audit
exact-status-conflict	common	jit_does_not_enforce_val_block_scope_2026-08-17	doc/08_tracking/bug/jit_does_not_enforce_val_block_scope_2026-08-17.md	document=OPEN (P1); DB=fixed; no status change authorized by this audit
unregistered-document	common	jit_dot_question_as_bool_call_arg_yields_special_value_2026-09-13	doc/08_tracking/bug/jit_dot_question_as_bool_call_arg_yields_special_value_2026-09-13.md	Status: OPEN; severity/priority: P1 — silent wrong branch, and a <special:65> value leaking into user-visible output; matches:
unregistered-document	other-platform	jit_engine2d_static_create_silent_truncate_2026-09-02	doc/08_tracking/bug/jit_engine2d_static_create_silent_truncate_2026-09-02.md	Status: OPEN — observation, needs a minimal repro reduction and a codegen; severity/priority: not explicit; matches:
exact-status-conflict	common	jit_hir_struct_field_type_infer_2026-07-18	doc/08_tracking/bug/jit_hir_struct_field_type_infer_2026-07-18.md	document=open; DB=fixed; no status change authorized by this audit
exact-status-conflict	common	jit_hir_unknown_variable_valid_cross_module_import_2026-07-22	doc/08_tracking/bug/jit_hir_unknown_variable_valid_cross_module_import_2026-07-22.md	document=OPEN; DB=fixed; no status change authorized by this audit
exact-status-conflict	common	jit_i64_boundary_constant_wraps_to_negative_2026-08-09	doc/08_tracking/bug/jit_i64_boundary_constant_wraps_to_negative_2026-08-09.md	document=OPEN (P1); DB=fixed; no status change authorized by this audit
unregistered-document	common	jit_inline_lambda_text_return_raw_handle_2026-09-13	doc/08_tracking/bug/jit_inline_lambda_text_return_raw_handle_2026-09-13.md	Status: OPEN — reproduced 2026-09-13. Silent wrong answer (no error, no; severity/priority: high — silently wrong values, no diagnostic; matches:
unregistered-document	common	jit_instantiator_spec_remaining_defect_cluster_2026-09-01	doc/08_tracking/bug/jit_instantiator_spec_remaining_defect_cluster_2026-09-01.md	Status: OPEN; severity/priority: not explicit; matches:
exact-status-conflict	common	jit_interp_bridge_typed_extern_returns_2026-06-12	doc/08_tracking/bug/jit_interp_bridge_typed_extern_returns_2026-06-12.md	document=open; DB=closed; no status change authorized by this audit
exact-status-conflict	common	jit_is_some_is_none_method_dispatch_gap_2026-08-17	doc/08_tracking/bug/jit_is_some_is_none_method_dispatch_gap_2026-08-17.md	document=OPEN (P1); DB=closed; no status change authorized by this audit
unregistered-document	common	jit_method_receiver_mutation_never_written_back_2026-08-17	doc/08_tracking/bug/jit_method_receiver_mutation_never_written_back_2026-08-17.md	Status: OPEN — re-reproduced on the 2026-08-17 12:58 seed. Both halves; severity/priority: P1, HIGH — silent wrong result. Compiles clean, exits 0, prints a; matches:
unregistered-document	common	jit_module_level_u8_array_index_push_corruption_2026-08-18	doc/08_tracking/bug/jit_module_level_u8_array_index_push_corruption_2026-08-18.md	Status: OPEN — real correctness bug, worked around at the call site (not fixed in the compiler); severity/priority: not explicit; matches:
unregistered-document	common	jit_module_val_array_indexing_15x_slow_2026-08-18	doc/08_tracking/bug/jit_module_val_array_indexing_15x_slow_2026-08-18.md	Status: OPEN (SIMPLE-CAPABILITY / PERF-REGRESSION root cause); severity/priority: not explicit; matches:
unregistered-document	common	jit_optional_unwrap_sugar_boxed_some_not_unboxed_2026-08-17	doc/08_tracking/bug/jit_optional_unwrap_sugar_boxed_some_not_unboxed_2026-08-17.md	Status: OPEN. Found 2026-08-17 by the class-detection half of; severity/priority: HIGH — silent wrong results on the DEFAULT engine; matches:
exact-status-conflict	common	jit_packed_bitfield_field_read_returns_nil_2026-08-10	doc/08_tracking/bug/jit_packed_bitfield_field_read_returns_nil_2026-08-10.md	document=OPEN (P1); DB=fixed; no status change authorized by this audit
unregistered-document	common	jit_qualified_module_call_entry_local_unresolved_2026-08-18	doc/08_tracking/bug/jit_qualified_module_call_entry_local_unresolved_2026-08-18.md	Status: OPEN; severity/priority: not explicit; matches:
unregistered-document	common	jit_some_pattern_payload_shifted_left_3_2026-09-13	doc/08_tracking/bug/jit_some_pattern_payload_shifted_left_3_2026-09-13.md	Status: OPEN; severity/priority: P1 — silent wrong value, no diagnostic, only on the default run lane; matches:
exact-status-conflict	common	jit_substring_chained_to_int_returns_pointer_2026-08-04	doc/08_tracking/bug/jit_substring_chained_to_int_returns_pointer_2026-08-04.md	document=OPEN; DB=closed; no status change authorized by this audit
exact-status-conflict	common	jit_swallows_undeclared_extern_and_exits_zero_2026-08-17	doc/08_tracking/bug/jit_swallows_undeclared_extern_and_exits_zero_2026-08-17.md	document=OPEN (P1); DB=fixed; no status change authorized by this audit
unregistered-document	common	jit_to_i32_returns_zero_and_leaks_mistagged_value_2026-08-26	doc/08_tracking/bug/jit_to_i32_returns_zero_and_leaks_mistagged_value_2026-08-26.md	Status: OPEN; severity/priority: not explicit; matches:
unregistered-document	common	jit_tuple_get_returns_raw_tagged_word_to_i64_sink_2026-08-17	doc/08_tracking/bug/jit_tuple_get_returns_raw_tagged_word_to_i64_sink_2026-08-17.md	Status: OPEN — re-verified on the 2026-08-17 12:58 seed; the omitted lowering site is now identified (see the end of this record). Not fixed: Rust seed.; severity/priority: P1 — silent wrong value, exit 0, no diagnostic.; matches:
exact-status-conflict	common	jit_unresolved_static_ctor_symbol_xlenconfig_2026-07-27	doc/08_tracking/bug/jit_unresolved_static_ctor_symbol_xlenconfig_2026-07-27.md	document=open — non-blocking (graceful interpreter fallback, results correct); DB=fixed; no status change authorized by this audit
unregistered-document	common	jit_unwrap_or_on_absent_optional_ignores_default_2026-08-17	doc/08_tracking/bug/jit_unwrap_or_on_absent_optional_ignores_default_2026-08-17.md	Status: OPEN; severity/priority: P1 — silent wrong result. No error, no diagnostic, exit 0. The; matches:
exact-status-conflict	common	js_engine_ternary_and_statement_split_2026-07-11	doc/08_tracking/bug/js_engine_ternary_and_statement_split_2026-07-11.md	document=Open; DB=fixed; no status change authorized by this audit
unregistered-document	common	js_timer_queue_4096_entries_hang_2026-09-01	doc/08_tracking/bug/js_timer_queue_4096_entries_hang_2026-09-01.md	Status: OPEN; severity/priority: Medium — test hang, likely O(n) or worse per-op cost in the; matches:
unregistered-document	common	jsonrpc_framing_divergence_2026-08-11	doc/08_tracking/bug/jsonrpc_framing_divergence_2026-08-11.md	Status: Partially merged. Two sites merged and sabotage-proven; the rest are; severity/priority: not explicit; matches:
unregistered-document	common	k1_composition_root_does_not_shadow_stub_2026-09-16	doc/08_tracking/bug/k1_composition_root_does_not_shadow_stub_2026-09-16.md	Status: OPEN (loader/composition redesign pending); severity/priority: not explicit; matches:
unregistered-document	common	kernel_closure_k0_to_p_static_residual_2026-09-07	doc/08_tracking/bug/kernel_closure_k0_to_p_static_residual_2026-09-07.md	Status: OPEN (partial fix landed). Guard:; severity/priority: not explicit; matches:
